telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms,candidate_score,priority_matches
Antenna Failure,receiver RF requirements,receiver RF requirements,UNKNOWN,"For ATG UE with multiple omni-directional antennas not indicating the capability antennaArrayType-r18, the receiver RF requirements are defined on top of each antenna connector<SEP>For ATG UE with antenna array indicating the capability antennaArrayType-r18, the receiver RF requirements are defined on top of each TAB connector",chunk-6f1a1c17b7f122ee79898d1320c94163,../3GPP-trunked/Rel-19/38_series/38101-1-j10_s07-XX.md7.1,1770216694,Rel-19/38_series/38101-1-j10_s07-XX/graph_chunk_entity_relation.graphml,Rel-19,receiver RF requirements,antenna,2,antenna
Antenna Failure,ATG UE,ATG UE,UNKNOWN,"For ATG UE with multiple omni-directional antennas not indicating the capability antennaArrayType-r18, the receiver RF requirements are defined on top of each antenna connector",chunk-6f1a1c17b7f122ee79898d1320c94163,../3GPP-trunked/Rel-19/38_series/38101-1-j10_s07-XX.md7.1,1770216694,Rel-19/38_series/38101-1-j10_s07-XX/graph_chunk_entity_relation.graphml,Rel-19,ATG UE,antenna,2,antenna
Antenna Failure,CFO correction,CFO correction,Concept,"CFO correction is a process performed on a slot-by-slot basis to adjust for carrier frequency offset, using a common frequency correction applied to both antenna outputs.",chunk-263a496daaae4e282d13c61a7f83f4ab,../3GPP-trunked/Rel-19/38_series/38101-1-j10_sAnnexes.md3,1770220152,Rel-19/38_series/38101-1-j10_sAnnexes/graph_chunk_entity_relation.graphml,Rel-19,CFO correction,antenna,2,antenna
Antenna Failure,antenna outputs,antenna outputs,Terminology,,chunk-263a496daaae4e282d13c61a7f83f4ab,../3GPP-trunked/Rel-19/38_series/38101-1-j10_sAnnexes.md3,1770220152,Rel-19/38_series/38101-1-j10_sAnnexes/graph_chunk_entity_relation.graphml,Rel-19,antenna outputs,antenna,2,antenna
Antenna Failure,co-location reference antenna,co-location reference antenna,Concept,co-location reference antenna is a passive antenna used as a reference for co-location requirements.,chunk-7255b5c187e8c20672a47fe6dfe82466,../3GPP-trunked/Rel-19/38_series/38176-1-j00.mdNone,1770228057,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,co-location reference antenna,antenna,2,antenna
Antenna Failure,minimum mechanical down tilt,minimum mechanical down tilt,Concept,Minimum mechanical down tilt is the smallest angle at which the antenna,chunk-70947939508fa52275c478817bc5ed32,../3GPP-trunked/Rel-19/38_series/38141-2-j00.md4.6,1770228079,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,minimum mechanical down tilt,antenna,2,antenna
Antenna Failure,maximum electrical steering range,maximum electrical steering range,Concept,Maximum electrical steering range is the largest angular range over which the beam direction of a Base Station antenna can be electronically adjusted without mechanical movement.,chunk-70947939508fa52275c478817bc5ed32,../3GPP-trunked/Rel-19/38_series/38141-2-j00.md4.6,1770228079,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,maximum electrical steering range,antenna,2,antenna
Antenna Failure,increased mechanical down tilt,increased mechanical down tilt,Concept,"Increased mechanical down tilt is the adjusted mechanical tilt angle of a Base Station antenna that is declared when the maximum electrical steering range is used, to compensate for the lack of simultaneous support with minimum mechanical down tilt.",chunk-70947939508fa52275c478817bc5ed32,../3GPP-trunked/Rel-19/38_series/38141-2-j00.md4.6,1770228079,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,increased mechanical down tilt,antenna,2,antenna
Antenna Failure,mechanical tilt for EEIRP,mechanical tilt for EEIRP,Concept,"Mechanical tilt for EEIRP (Effective Isotropic Radiated Power) refers to the physical adjustment of an antenna's angle to control signal coverage, declared together with D",chunk-e19fe0c49e812b45cf4c341ad8b001de,../3GPP-trunked/Rel-19/38_series/38141-2-j00.md4.6,1770228103,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,mechanical tilt for EEIRP,antenna,2,antenna
Antenna Failure,Conducted Requirements,Conducted Requirements,Concept,"Conducted Requirements are defined at individual or groups of TAB connectors at the transceiver array boundary, representing the conducted interface between the transceiver unit array and the composite antenna.",chunk-5ef4fabfa4bd228d78e7b96b457b010a,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.2.1,1770228108,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,Conducted Requirements,antenna,2,antenna
Buffer Overflow,Trace Records,Trace Records,Concept,Trace Records are used to carry captured trace data being reported or to convey administrative messages associated with data collection. They are part of the trace data reporting process and may be encoded using XML (binary form) or GPB (Google Protocol Buffers).<SEP>Trace Records are individual data units carried in the payload of transport protocol messages under the Streaming Trace Format. Each record is associated with a length delimiter and is transmitted from the MnS Producer to the MnS Consumer. The format of these records is specified in clause 5.2.,chunk-354870eba2e9af8d6ab6be73865433fb<SEP>chunk-445e5c489cf11c9fdff67bf6ec1ecb99,../3GPP-trunked/Rel-19/32_series/32423-j20.md5.1<SEP>../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.6,1770200591,Rel-19/22_series/22137-j10/graph_chunk_entity_relation.graphml,Rel-19,Trace Records,buffer,2,buffer
Buffer Overflow,GPB version 3 (proto3),GPB version 3 (proto3),Technology,"GPB version 3 (proto3) is a protocol buffer format used to encode trace records, providing a structured and efficient method for data serialization.",chunk-f6b2d02434cb9a44664786d61ba6f787,../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.1,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,GPB version 3 (proto3),buffer,2,buffer
Buffer Overflow,RLC buffer Payload,RLC buffer Payload,Concept,"RLC buffer Payload is a metric reported in RRC/MEASUREMENT REPORT when the measurement is set to traffic volume, indicating the payload size in the RLC buffer.",chunk-372cc4cac8d4ab605925ece8f9ee4109,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199962,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,RLC buffer Payload,buffer,2,buffer
Buffer Overflow,Average RLC buffer payload,Average RLC buffer payload,Concept,"Average RLC buffer payload is a statistical measure of the RLC buffer payload reported in RRC/MEASUREMENT REPORT for traffic volume, used to assess average data transmission load.",chunk-372cc4cac8d4ab605925ece8f9ee4109,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199962,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,Average RLC buffer payload,buffer,2,buffer
Buffer Overflow,Variance of RLC buffer payload,Variance of RLC buffer payload,Concept,"Variance of RLC buffer payload is a measure of dispersion in the RLC buffer payload values reported in RRC/MEASUREMENT REPORT for traffic volume, indicating variability in data transmission.",chunk-372cc4cac8d4ab605925ece8f9ee4109,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199963,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,Variance of RLC buffer payload,buffer,2,buffer
Buffer Overflow,NAS COUNT,NAS COUNT,Technology,"NAS COUNT is a sequence counter used in non-3GPP access to ensure message integrity and order, and it includes both downlink and uplink components.<SEP>NAS COUNT is a 24-bit counter used in 5G NAS security context to track sequence numbers for NAS message integrity and ciphering. It consists of an 8-bit NAS sequence number (least significant bits) and a 16-bit NAS overflow counter (most significant bits). It is independently maintained by UE and AMF and used in NAS ciphering and integrity algorithms. When used in algorithms, it is treated as a 32-bit entity with 8 zeros padded to the most<SEP>NAS COUNT is a counter used as input to the NAS ciphering and deciphering algorithms. It is locally stored by the sender and derived by the receiver using the NAS sequence number from the received message and an estimate of the NAS overflow counter as defined in subclause 4.4.3.1.",chunk-363d9a981c15d9ac6bebbe04db2cfbb8<SEP>chunk-ec223676ecf152c40ae34db586e1d91b<SEP>chunk-7e397641e752f61c7495ea9622b8103c,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.4,1770205869,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,NAS COUNT,overflow,2,overflow
Buffer Overflow,NAS sequence number,NAS sequence number,Concept,"NAS sequence number is the 8 least significant bits of the NAS COUNT, used to track the sequence of NAS messages exchanged between UE and AMF. It is incremented by one after each new or retransmitted outbound SECURITY PROTECTED 5GS NAS MESSAGE, except for initial NAS messages when RRC connection establishment fails. On wrap-around (when value becomes zero), the NAS overflow counter is incremented.",chunk-ec223676ecf152c40ae34db586e1d91b,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.1,1770205806,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,NAS sequence number,overflow,2,overflow
Buffer Overflow,NAS overflow counter,NAS overflow counter,Concept,"NAS overflow counter is the 16 most significant bits of the NAS COUNT, used to handle wrap-around of the 8-bit NAS sequence number. It is incremented by one when the NAS sequence number wraps from 255 to 0 during message transmission.",chunk-ec223676ecf152c40ae34db586e1d91b,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.1,1770205869,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,NAS overflow counter,overflow,2,overflow
Buffer Overflow,Integrity protection and verification,Integrity protection and verification,Concept,"Integrity protection and verification is a security procedure defined in subclause 4.4.3.3 that ensures the authenticity and integrity of NAS messages. The sender uses the locally stored NAS COUNT as input to the integrity protection algorithm, while the receiver uses the NAS sequence number from the received message and an estimated NAS overflow counter to form the NAS COUNT input for verification. The algorithm is specified in 3GPP TS 33.501 [24].",chunk-728e27595f36b4b4291b79a1843b7f25,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.3,1770205806,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,Integrity protection and verification,overflow,2,overflow
Buffer Overflow,Ciphering and deciphering,Ciphering and deciphering,Concept,"Ciphering and deciphering is a procedure defined in subclause 4.4.3.4 that involves the use of NAS COUNT for encryption and decryption of NAS messages. The sender uses its locally stored NAS COUNT for ciphering, while the receiver uses the NAS sequence number from the received message and an estimated NAS overflow counter to form the NAS COUNT for deciphering.",chunk-363d9a981c15d9ac6bebbe04db2cfbb8,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.4,1770205869,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,Ciphering and deciphering,overflow,2,overflow
Buffer Overflow,Energy States,Energy States,Concept,"Energy States refer to the operational conditions of the network related to energy consumption, which influence the control parameters of a PDU session such as inactivity timers and buffering size.",chunk-7b3f593e5e0f8c69888d8b4613800923,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.36.3,1770202491,Rel-19/26_series/26506-j00/graph_chunk_entity_relation.graphml,Rel-19,Energy States,buffer,2,buffer
Buffer Overflow,media resource,media resource,Concept,"A media resource is an element within a media context that represents a specific media stream or processing unit, such as a codec or media buffer. It can be updated during the Update operation.",chunk-5433000cea88ec3a8d48d59417f98e20,../3GPP-trunked/Rel-19/29_series/29176-j10.md5.2.2.1,1770187680,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,media resource,buffer,2,buffer
Buffer Overflow,buffer,buffer,Technology,A buffer is a temporary storage mechanism used to store information when the necessary telecommunication connection to transport information to the LEMF is temporarily unavailable.,chunk-ac3b92ca129dbde9ff48fc916912da1c,../3GPP-trunked/Rel-19/33_series/33108-j00.md3.1,1770211782,Rel-19/33_series/33514-j00/graph_chunk_entity_relation.graphml,Rel-19,buffer,buffer,2,buffer
Buffer Overflow,Tolerance,Tolerance,Terminology,Tolerance is a 5-minute time buffer added to the high priority PLMN search timer T to allow sufficient time for the UE to find the proper PLMN.,chunk-056353ac7dd1949bf79b226987fb8670,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1.1.1.3.2,1770226426,Rel-19/38_series/38523-1-j00_s00-s06/graph_chunk_entity_relation.graphml,Rel-19,Tolerance,buffer,2,buffer
Buffer Overflow,periodicBSR-Timer,periodicBSR-Timer,Technology,periodicBSR-Timer is a timer parameter within the MAC-CellGroupConfig that controls the periodic transmission of Buffer Status Reports (BSR) and is set to infinity by default for all Layer 2 test cases unless overridden.,chunk-95838ae771995d3e08449274d1d05fc5,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0701-s070112.md7.1.0,1770224207,Rel-19/38_series/38523-1-j00_s0701-s070112/graph_chunk_entity_relation.graphml,Rel-19,periodicBSR-Timer,buffer,2,buffer
Buffer Overflow,retxBSR-Timer,retxBSR-Timer,Technology,retxBSR-Timer is a timer parameter within the MAC-CellGroupConfig that governs the retransmission of Buffer Status Reports (BSR) and is set to sf10240 by default for all Layer 2 test cases unless overridden.,chunk-95838ae771995d3e08449274d1d05fc5,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0701-s070112.md7.1.0,1770224207,Rel-19/38_series/38523-1-j00_s0701-s070112/graph_chunk_entity_relation.graphml,Rel-19,retxBSR-Timer,buffer,2,buffer
Buffer Overflow,MAC-CellGroupConfig,MAC-CellGroupConfig,Concept,"MAC-CellGroupConfig is a configuration structure defined in TS 38.308, clause Table 4.6.3-49, that contains parameters for buffer status reporting and power headroom reporting, including bsr-Config and phr-Config, and is used in Layer 2 test cases.",chunk-95838ae771995d3e08449274d1d05fc5,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0701-s070112.md7.1.0,1770224207,Rel-19/38_series/38523-1-j00_s0701-s070112/graph_chunk_entity_relation.graphml,Rel-19,MAC-CellGroupConfig,buffer,2,buffer
Buffer Overflow,Msg3 buffer,Msg3 buffer,Terminology,,chunk-0471f248ab0c571e445c3264d1e47e6e,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0701-s070112.md7.1.1.1.1.2,1770224207,Rel-19/38_series/38523-1-j00_s0701-s070112/graph_chunk_entity_relation.graphml,Rel-19,Msg3 buffer,buffer,2,buffer
Buffer Overflow,MAC control element,MAC control element,Concept,"MAC control element is a type of control message used in the MAC layer for signaling purposes.<SEP>MAC control element is a type of control information used in the MAC layer for signaling purposes, such as Buffer Status Report.",chunk-b9b74a26dc8cb8b3e54cadc0f41888d9<SEP>chunk-1e0d719a85e8619d7f7717d7d1fdcba0,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s070115-s07014.md7.1.1.5.2<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_s070115-s07014.md7.1.1.5.1.3.2,1770224870,Rel-19/38_series/38523-1-j00_s070115-s07014/graph_chunk_entity_relation.graphml,Rel-19,MAC control element,buffer,2,buffer
Buffer Overflow,soft buffer,soft buffer,Terminology,,chunk-bb207bc90e965a5081d201e445ec7145,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s070115-s07014.mdNone,1770224838,Rel-19/38_series/38523-1-j00_s070115-s07014/graph_chunk_entity_relation.graphml,Rel-19,soft buffer,buffer,2,buffer
Co-Channel Interference,in-device coexistence interference,in-device coexistence interference,Concept,"in-device coexistence interference refers to interference occurring within a device due to coexistence of multiple radio technologies, and is the focus of the trace record described in the table.<SEP>in-device coexistence interference refers to interference caused by coexisting wireless technologies within a device, as specified in clause 4.34.3 of TS 38.331 [21].",chunk-16be714fa7709a91c307179a5bbfb670<SEP>chunk-ff07588e52f6cbede66f255d813df9ca,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.3<SEP>../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.1,1770200453,Rel-19/22_series/22137-j10/graph_chunk_entity_relation.graphml,Rel-19,in-device coexistence interference,interference,2,interference
Co-Channel Interference,Trace Record for in-device coexistence interference,Trace Record for in-device coexistence interference,Concept,Trace Record for in-device coexistence interference is a measurement record defined in the context of NR (New Radio) in-device coexistence interference. It is used to capture interference factors related to In-Device Coexistence (IDC) and is applicable for both management-based and signaling-based activation. The record includes IDC assistance information as a polluted measurement indication when immediate MDT (Minimization of Drive Tests) measurement is available.,chunk-ff07588e52f6cbede66f255d813df9ca,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.3,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,Trace Record for in-device coexistence interference,interference,2,interference
Co-Channel Interference,IDC assistance information,IDC assistance information,Concept,IDC assistance information is a measurement attribute that includes interference factors from In-Device Coexistence,chunk-ff07588e52f6cbede66f255d813df9ca,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.3,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,IDC assistance information,interference,2,interference
Co-Channel Interference,In-Device Coexistence,In-Device Coexistence,Concept,"In-Device Coexistence refers to the coexistence of multiple radio technologies within a single device, where interference may occur between them. It is a key factor in the IDC assistance information and is explicitly included in the polluted measurement indication for in-device coexistence interference.",chunk-ff07588e52f6cbede66f255d813df9ca,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.3,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,In-Device Coexistence,interference,2,interference
Co-Channel Interference,polluted measurement indication,polluted measurement indication,Concept,"polluted measurement indication is a type of measurement result that includes interference factors, such as those from In-Device Coexistence (IDC), and is used to reflect real-world signal degradation in immediate MDT measurements.",chunk-ff07588e52f6cbede66f255d813df9ca,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.3,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,polluted measurement indication,interference,2,interference
Co-Channel Interference,immediate MDT measurement,immediate MDT measurement,Concept,immediate MDT measurement is a form of Minimization of Drive Tests measurement that is triggered promptly upon activation and is used when IDC assistance information is available to include interference factors in the trace record.,chunk-ff07588e52f6cbede66f255d813df9ca,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.3,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,immediate MDT measurement,interference,2,interference
Co-Channel Interference,Trace Record for Immediate MDT measurements,Trace Record for Immediate MDT measurements,Concept,"Trace Record for Immediate MDT measurements is a standardized data structure defined in section 4.34.1 for capturing NR immediate Measurement and Reporting (MDT) data. It is used for both management-based and signaling-based activation of MDT measurements. The record includes multiple measurement types (M1 to M5) with associated attributes such as RSRP, RSRQ, PCI, SINR, triggering events, UE location, in-device coexistence interference, power headroom distribution, UL/DL volumes, QoS levels, and throughput metrics.",chunk-3018f94260a915e0a0b12c8db1c1dd8f,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.1,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,Trace Record for Immediate MDT measurements,interference,2,interference
Co-Channel Interference,M1,M1,Concept,"M1 is a measurement type in the Trace Record for Immediate MDT measurements that captures RSRP, RSRQ, PCI, SINR, triggering event, UE location, and in-device coexistence interference data. It applies to both management-based",chunk-3018f94260a915e0a0b12c8db1c1dd8f,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.34.1,1770200439,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,M1,interference,2,interference
Co-Channel Interference,RTA,RTA,Concept,"RTA stands for Restricted Transmission, a condition or state where transmission is limited or controlled, likely to prevent interference or ensure compliance with regulatory or operational constraints.",chunk-a35c5af58bed3c0380a48cee9f491826,../3GPP-trunked/Rel-19/23_series/23700-59-j00.md3.2,1770197527,Rel-19/23_series/23700-59-j00/graph_chunk_entity_relation.graphml,Rel-19,RTA,interference,2,interference
Co-Channel Interference,SON Capacity and Coverage Optimization,SON Capacity and Coverage Optimization,Concept,"SON Capacity and Coverage Optimization (CCO) is a typical application that consumes management analytical data. It provides optimal coverage and capacity for the E-UTRAN and may also be applicable to 5G radio networks. CCO uses management analytical data related to coverage, capacity, and interference to assess network conditions and trigger optimization when needed.",chunk-de5e3d9660b0de6a395448c4128f72c0,../3GPP-trunked/Rel-19/28_series/28550-j00.md4.2,1770235128,Rel-19/28_series/28550-j00/graph_chunk_entity_relation.graphml,Rel-19,SON Capacity and Coverage Optimization,interference,2,interference
Co-Channel Interference,interference,interference,Terminology,,chunk-de5e3d9660b0de6a395448c4128f72c0,../3GPP-trunked/Rel-19/28_series/28550-j00.md4.2,1770235128,Rel-19/28_series/28550-j00/graph_chunk_entity_relation.graphml,Rel-19,interference,interference,2,interference
Co-Channel Interference,CLI,CLI,Concept,"CLI stands for Cross Link Interference and is an abbreviation defined in the present document, taking precedence over any definition in TR 21.905 [1] or TS 23.501 [4].",chunk-3140952a8ee0fb3020520e526f4563f0,../3GPP-trunked/Rel-19/28_series/28552-j30.mdNone,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,CLI,interference,2,interference
Co-Channel Interference,Co-location blocking,Co-location blocking,Concept,"Co-location blocking is a condition where interference occurs due to co-location of transmitters, evaluated using a continuous wave (CW) interferer with frequency f ≤ 3.0 GHz, and the wanted signal level is specified with a tolerance of ±0.7 dB for f ≤ 3.0 GHz, ±1.0 dB for 3.0 GHz < f ≤ 4.2 GHz, and ±1.22 dB for 4.2 GHz < f ≤ 6.0 GHz.",chunk-74cda4721d8de8ab8a1e59580fd39493,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.3,1770228057,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,Co-location blocking,interference,2,interference
Co-Channel Interference,CW interferer,CW interferer,Signal,"A continuous wave (CW) interferer is used in testing scenarios to evaluate interference effects, with its level specified as ±0.5 dB for f ≤ 3.0 GHz, ±0.7 dB for 3.0 GHz < f ≤ 4",chunk-74cda4721d8de8ab8a1e59580fd39493,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.3,1770228057,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,CW interferer,interference,2,interference
Co-Channel Interference,OTA co-location requirements,OTA co-location requirements,Concept,"OTA co-location requirements are technical specifications that ensure minimal interference between two co-located base station systems, specifically BS type 1-O and a co-location reference antenna. These requirements are based on the power at the conducted interface of the reference antenna and apply to both uplink and downlink signals.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,OTA co-location requirements,interference,2,interference
Co-Channel Interference,unwanted emission co-location requirements,unwanted emission co-location requirements,Concept,"Unwanted emission co-location requirements are optional technical requirements based on declaration, designed to ensure minimal interference from unwanted emissions when BS type 1-O is co-located with another base station of the same class.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,unwanted emission co-location requirements,interference,2,interference
